id,libro,capitulo,verso,texto
27066,Hechos,5,11,11 Gran temor se apoderó de toda la iglesia y de todos los que oyeron lo que había sucedido.
27067,Hechos,5,12,"12 Los apóstoles sanan a muchos Los apóstoles hacían muchas señales milagrosas y maravillas entre la gente. Y todos los creyentes se reunían con frecuencia en el templo, en el área conocida como el Pórtico de Salomón;"
27068,Hechos,5,13,"13 pero nadie más se atrevía a unirse a ellos, aunque toda la gente los tenía en alta estima."
27069,Hechos,5,14,"14 Sin embargo, cada vez más personas —multitudes de hombres y mujeres— creían y se acercaban al Señor."
27070,Hechos,5,15,"15 Como resultado del trabajo de los apóstoles, la gente sacaba a los enfermos a las calles en camas y camillas para que la sombra de Pedro cayera sobre algunos de ellos cuando él pasaba."
27071,Hechos,5,16,"16 Multitudes llegaban desde las aldeas que rodeaban a Jerusalén y llevaban a sus enfermos y a los que estaban poseídos por espíritus malignos, y todos eran sanados."
27072,Hechos,5,17,"17 Los apóstoles enfrentan oposición El sumo sacerdote y sus funcionarios, que eran saduceos, se llenaron de envidia."
27073,Hechos,5,18,18 Arrestaron a los apóstoles y los metieron en la cárcel pública;
27074,Hechos,5,19,"19 pero un ángel del Señor llegó de noche, abrió las puertas de la cárcel y los sacó. Luego les dijo:"
27075,Hechos,5,20,20 «¡Vayan al templo y denle a la gente este mensaje de vida!».
27076,Hechos,5,21,"21 Así que, al amanecer, los apóstoles entraron en el templo como se les había dicho, y comenzaron a enseñar de inmediato. Cuando llegaron el sumo sacerdote y sus funcionarios, convocaron al Concilio Supremo, es decir, a toda la asamblea de los ancianos de Israel. Luego mandaron a sacar a los apóstoles de la cárcel para llevarlos a juicio;"
27077,Hechos,5,22,"22 pero cuando los guardias del templo llegaron a la cárcel, los hombres ya no estaban. Entonces regresaron al Concilio y dieron el siguiente informe:"
27078,Hechos,5,23,"23 «La cárcel estaba bien cerrada, los guardias estaban afuera en sus puestos, pero cuando abrimos las puertas, ¡no había nadie!»."
27079,Hechos,5,24,"24 Cuando el capitán de la guardia del templo y los sacerdotes principales oyeron esto, quedaron perplejos y se preguntaban en qué iba a terminar todo el asunto."
27080,Hechos,5,25,25 Entonces alguien llegó con noticias sorprendentes: «¡Los hombres que ustedes metieron en la cárcel están en el templo enseñando a la gente!».
27081,Hechos,5,26,"26 El capitán fue con los guardias del templo y arrestó a los apóstoles, pero sin violencia, porque tenían miedo de que la gente los apedreara."
27082,Hechos,5,27,"27 Después llevaron a los apóstoles ante el Concilio Supremo, donde los confrontó el sumo sacerdote."
27083,Hechos,5,28,"28 —¿Acaso no les dijimos que no enseñaran nunca más en nombre de ese hombre? —les reclamó—. En lugar de eso, ustedes han llenado a toda Jerusalén con la enseñanza acerca de él, ¡y quieren hacernos responsables de su muerte!"
27084,Hechos,5,29,29 Pero Pedro y los apóstoles respondieron: —Nosotros tenemos que obedecer a Dios antes que a cualquier autoridad humana.
27085,Hechos,5,30,30 El Dios de nuestros antepasados levantó a Jesús de los muertos después de que ustedes lo mataron colgándolo en una cruz.
27086,Hechos,5,31,"31 Luego Dios lo puso en el lugar de honor, a su derecha, como Príncipe y Salvador. Lo hizo para que el pueblo de Israel se arrepintiera de sus pecados y fuera perdonado."
27087,Hechos,5,32,"32 Nosotros somos testigos de estas cosas y también lo es el Espíritu Santo, dado por Dios a todos los que lo obedecen."
27088,Hechos,5,33,"33 Al oír esto, el Concilio Supremo se enfureció y decidió matarlos;"
27089,Hechos,5,34,"34 pero uno de los miembros, un fariseo llamado Gamaliel, experto en la ley religiosa y respetado por toda la gente, se puso de pie y ordenó que sacaran de la sala del Concilio a los apóstoles por un momento."
27090,Hechos,5,35,"35 Entonces les dijo a sus colegas: «Hombres de Israel, ¡tengan cuidado con lo que piensan hacerles a estos hombres!"
27091,Hechos,5,36,"36 Hace algún tiempo, hubo un tal Teudas, quien fingía ser alguien importante. Unas cuatrocientas personas se le unieron, pero a él lo mataron y todos sus seguidores se fueron cada cual por su camino. Todo el movimiento se redujo a nada."
27092,Hechos,5,37,"37 Después de él, en el tiempo en que se llevó a cabo el censo, apareció un tal Judas de Galilea. Logró que gente lo siguiera, pero a él también lo mataron, y todos sus seguidores se dispersaron."
27093,Hechos,5,38,"38 »Así que mi consejo es que dejen a esos hombres en paz. Pónganlos en libertad. Si ellos están planeando y actuando por sí solos, pronto su movimiento caerá;"
27094,Hechos,5,39,"39 pero si es de Dios, ustedes no podrán detenerlos. ¡Tal vez hasta se encuentren peleando contra Dios!»."
27095,Hechos,5,40,40 Los otros miembros aceptaron su consejo. Llamaron a los apóstoles y mandaron que los azotaran. Luego les ordenaron que nunca más hablaran en el nombre de Jesús y los pusieron en libertad.
27096,Hechos,5,41,"41 Los apóstoles salieron del Concilio Supremo con alegría, porque Dios los había considerado dignos de sufrir deshonra por el nombre de Jesús."
27097,Hechos,5,42,"42 Y cada día, en el templo y casa por casa, seguían enseñando y predicando este mensaje: «Jesús es el Mesías»."
27098,Hechos,6,1,"1 Siete hombres escogidos para servir Al multiplicarse los creyentes rápidamente, hubo muestras de descontento. Los creyentes que hablaban griego se quejaban de los que hablaban hebreo diciendo que sus viudas eran discriminadas en la distribución diaria de los alimentos."
27099,Hechos,6,2,"2 De manera que los Doce convocaron a todos los creyentes a una reunión. Dijeron: «Nosotros, los apóstoles, deberíamos ocupar nuestro tiempo en enseñar la palabra de Dios, y no en dirigir la distribución de alimento."
27100,Hechos,6,3,"3 Por lo tanto, hermanos, escojan a siete hombres que sean muy respetados, que estén llenos del Espíritu y de sabiduría. A ellos les daremos esa responsabilidad."
27101,Hechos,6,4,"4 Entonces nosotros, los apóstoles, podremos dedicar nuestro tiempo a la oración y a enseñar la palabra»."
27102,Hechos,6,5,"5 A todos les gustó la idea y eligieron a Esteban (un hombre lleno de fe y del Espíritu Santo), a Felipe, a Prócoro, a Nicanor, a Timón, a Parmenas y a Nicolás de Antioquía (quien anteriormente se había convertido a la fe judía)."
27103,Hechos,6,6,"6 Estos siete hombres fueron presentados ante los apóstoles, quienes oraron por ellos y les impusieron las manos."
27104,Hechos,6,7,"7 Así que el mensaje de Dios siguió extendiéndose. El número de creyentes aumentó en gran manera en Jerusalén, y muchos de los sacerdotes judíos también se convirtieron."
27105,Hechos,6,8,"8 Arresto de Esteban Esteban, un hombre lleno de la gracia y del poder de Dios, hacía señales y milagros asombrosos entre la gente."
27106,Hechos,6,9,"9 Cierto día, unos hombres de la sinagoga de los Esclavos Liberados —así la llamaban— comenzaron a debatir con él. Eran judíos de Cirene, Alejandría, Cilicia y de la provincia de Asia."
27107,Hechos,6,10,10 Ninguno de ellos podía hacerle frente a la sabiduría y al Espíritu con que hablaba Esteban.
27108,Hechos,6,11,11 Entonces persuadieron a unos hombres para que dijeran mentiras acerca de Esteban. Ellos declararon: «Nosotros lo oímos blasfemar contra Moisés y hasta contra Dios».
27109,Hechos,6,12,"12 Esto provocó a la gente, a los ancianos y a los maestros de la ley religiosa. Así que arrestaron a Esteban y lo llevaron ante el Concilio Supremo."
27110,Hechos,6,13,13 Los testigos mentirosos dijeron: —Este hombre siempre habla contra el santo templo y contra la ley de Moisés.
27111,Hechos,6,14,14 Lo hemos oído decir que ese tal Jesús de Nazaret destruirá el templo y cambiará las costumbres que Moisés nos transmitió.
27112,Hechos,6,15,"15 En ese momento, todos los del Concilio Supremo fijaron la mirada en Esteban, porque su cara comenzó a brillar como la de un ángel."
27113,Hechos,7,1,1 Discurso de Esteban ante el Concilio Entonces el sumo sacerdote le preguntó a Esteban: —¿Son ciertas estas acusaciones?
27114,Hechos,7,2,"2 Esteban dio la siguiente respuesta: —Hermanos y padres, escúchenme. Nuestro glorioso Dios se le apareció a nuestro antepasado Abraham en Mesopotamia antes de que él se estableciera en Harán."
27115,Hechos,7,3,3 Dios le dijo: “Deja tu patria y a tus parientes y entra en la tierra que yo te mostraré” .
27116,Hechos,7,4,"4 Entonces Abraham salió del territorio de los caldeos y vivió en Harán hasta que su padre murió. Después Dios lo trajo hasta aquí, a la tierra donde ustedes viven ahora."
27117,Hechos,7,5,"5 »Sin embargo, Dios no le dio ninguna herencia aquí, ni siquiera un metro cuadrado de tierra; pero Dios sí le prometió que algún día toda la tierra les pertenecería a Abraham y a sus descendientes, aun cuando él todavía no tenía hijos."
27118,Hechos,7,6,"6 Dios también le dijo que sus descendientes vivirían en una tierra extranjera, donde serían oprimidos como esclavos durante cuatrocientos años."
27119,Hechos,7,7,"7 “Pero yo castigaré a la nación que los esclavice —dijo Dios—, y al final saldrán de allí y me adorarán en este lugar” ."
27120,Hechos,7,8,"8 »En aquel entonces, Dios también le dio a Abraham el pacto de la circuncisión. Así que cuando nació su hijo Isaac, Abraham lo circuncidó al octavo día; y esa práctica continuó cuando Isaac fue padre de Jacob y cuando Jacob fue padre de los doce patriarcas de la nación israelita."
27121,Hechos,7,9,9 »Estos patriarcas tuvieron envidia de su hermano José y lo vendieron para que fuera esclavo en Egipto; pero Dios estaba con él
27122,Hechos,7,10,"10 y lo rescató de todas sus dificultades; y Dios le mostró su favor ante el faraón, el rey de Egipto. Dios también le dio a José una sabiduría fuera de lo común, de manera que el faraón lo nombró gobernador de todo Egipto y lo puso a cargo del palacio."
27123,Hechos,7,11,"11 »Entonces un hambre azotó a Egipto y a Canaán. Hubo mucho sufrimiento, y nuestros antepasados se quedaron sin alimento."
27124,Hechos,7,12,"12 Jacob oyó que aún había grano en Egipto, por lo que envió a sus hijos —nuestros antepasados— a comprar un poco."
27125,Hechos,7,13,"13 La segunda vez que fueron, José reveló su identidad a sus hermanos y se los presentó al faraón."
27126,Hechos,7,14,"14 Después José mandó a buscar a su padre, Jacob, y a todos sus parientes para que los llevaran a Egipto, setenta y cinco personas en total."
27127,Hechos,7,15,"15 De modo que Jacob fue a Egipto. Murió allí, al igual que nuestros antepasados."
27128,Hechos,7,16,"16 Sus cuerpos fueron llevados a Siquem, donde fueron enterrados en la tumba que Abraham les había comprado a los hijos de Hamor en Siquem a un determinado precio."
27129,Hechos,7,17,"17 »A medida que se acercaba el tiempo en que Dios cumpliría su promesa a Abraham, el número de nuestro pueblo en Egipto aumentó considerablemente."
27130,Hechos,7,18,"18 Pero luego ascendió un nuevo rey al trono de Egipto, quien no sabía nada de José."
27131,Hechos,7,19,"19 Este rey explotó a nuestro pueblo y lo oprimió, y forzó a los padres a que abandonaran a sus recién nacidos para que murieran."
27132,Hechos,7,20,"20 »En esos días nació Moisés, un hermoso niño a los ojos de Dios. Sus padres lo cuidaron en casa durante tres meses."
27133,Hechos,7,21,"21 Cuando tuvieron que abandonarlo, la hija del faraón lo adoptó y lo crió como su propio hijo."
27134,Hechos,7,22,"22 A Moisés le enseñaron toda la sabiduría de los egipcios, y era poderoso tanto en palabras como en acciones."
27135,Hechos,7,23,"23 »Cierto día, cuando Moisés tenía cuarenta años, decidió visitar a sus parientes, el pueblo de Israel."
27136,Hechos,7,24,24 Vio que un egipcio maltrataba a un israelita. Entonces Moisés salió en defensa del hombre y mató al egipcio para vengarlo.
27137,Hechos,7,25,"25 Moisés supuso que sus compatriotas israelitas se darían cuenta de que Dios lo había enviado para rescatarlos, pero no fue así."
27138,Hechos,7,26,"26 »Al día siguiente, los visitó de nuevo y vio que dos hombres de Israel estaban peleando. Trató de ser un pacificador y les dijo: “Señores, ustedes son hermanos. ¿Por qué se están peleando?”."
27139,Hechos,7,27,27 »Pero el hombre que era culpable empujó a Moisés. “¿Quién te puso como gobernante y juez sobre nosotros?” —le preguntó—.
27140,Hechos,7,28,28 “¿Me vas a matar como mataste ayer al egipcio?”.
27141,Hechos,7,29,"29 Cuando Moisés oyó eso, huyó del país y vivió como extranjero en la tierra de Madián. Allí nacieron sus dos hijos."
27142,Hechos,7,30,"30 »Cuarenta años después, en el desierto que está cerca del monte Sinaí, un ángel se le apareció a Moisés en la llama de una zarza que ardía."
27143,Hechos,7,31,"31 Moisés quedó asombrado al verla. Y, cuando se estaba acercando para ver mejor, la voz del Señor le dijo:"
27144,Hechos,7,32,"32 “Yo soy el Dios de tus antepasados: el Dios de Abraham, de Isaac y de Jacob”. Moisés tembló aterrorizado y no se atrevía a mirar."
27145,Hechos,7,33,"33 »Entonces el Señor le dijo: “Quítate las sandalias, porque estás parado sobre tierra santa."
27146,Hechos,7,34,"34 Ciertamente he visto la opresión de mi pueblo en Egipto. He escuchado sus gemidos y he descendido para rescatarlos. Ahora ve, porque te envío de regreso a Egipto” ."
27147,Hechos,7,35,"35 »Así que Dios envió de vuelta al mismo hombre que su pueblo había rechazado anteriormente cuando le preguntaron: “¿Quién te puso como gobernante y juez sobre nosotros?”. Mediante el ángel que se le apareció en la zarza que ardía, Dios envió a Moisés para que fuera gobernante y salvador."
27148,Hechos,7,36,"36 Y, por medio de muchas maravillas y señales milagrosas, él los sacó de Egipto, los guió a través del mar Rojo y por el desierto durante cuarenta años."
27149,Hechos,7,37,37 »Moisés mismo le dijo al pueblo de Israel: “Dios les levantará un Profeta como yo de entre su propio pueblo” .
27150,Hechos,7,38,"38 Moisés estuvo con nuestros antepasados —la asamblea del pueblo de Dios en el desierto— cuando el ángel le habló en el monte Sinaí, y allí Moisés recibió palabras que dan vida para transmitirlas a nosotros."
27151,Hechos,7,39,"39 »Sin embargo, nuestros antepasados se negaron a escuchar a Moisés. Lo rechazaron y quisieron volver a Egipto."
27152,Hechos,7,40,"40 Le dijeron a Aarón: “Haznos unos dioses que puedan guiarnos, porque no sabemos qué le ha pasado a este Moisés, quien nos sacó de Egipto”."
27153,Hechos,7,41,"41 De manera que hicieron un ídolo en forma de becerro, le ofrecieron sacrificios y festejaron ese objeto que habían hecho."
27154,Hechos,7,42,"42 Entonces Dios se apartó de ellos y los abandonó, ¡para que sirvieran a las estrellas del cielo como sus dioses! En el libro de los profetas está escrito: “Israel, ¿acaso era a mí a quien traías sacrificios y ofrendas durante esos cuarenta años en el desierto?"
27155,Hechos,7,43,"43 No, tú llevaste a tus propios dioses paganos, el santuario de Moloc, la estrella de tu dios Refán y las imágenes que hiciste a fin de rendirles culto. Por eso te mandaré al destierro, tan lejos como Babilonia” ."
27156,Hechos,7,44,44 »Nuestros antepasados llevaron el tabernáculo con ellos a través del desierto. Lo construyeron según el plan que Dios le había mostrado a Moisés.
27157,Hechos,7,45,"45 Años después, cuando Josué dirigió a nuestros antepasados en las batallas contra las naciones que Dios expulsó de esta tierra, el tabernáculo fue llevado con ellos al nuevo territorio. Y permaneció allí hasta los tiempos del rey David."
27158,Hechos,7,46,46 »David obtuvo el favor de Dios y pidió tener el privilegio de construir un templo permanente para el Dios de Jacob.
27159,Hechos,7,47,"47 Aunque en realidad, fue Salomón quien lo construyó."
27160,Hechos,7,48,"48 Sin embargo, el Altísimo no vive en templos hechos por manos humanas. Como dice el profeta:"
27161,Hechos,7,49,49 “El cielo es mi trono y la tierra es el estrado de mis pies. ¿Podrían acaso construirme un templo tan bueno como ese? —pregunta el Señor —. ¿Podrían construirme un lugar de descanso así?
27162,Hechos,7,50,50 ¿Acaso no fueron mis manos las que hicieron el cielo y la tierra?” .
27163,Hechos,7,51,"51 »¡Pueblo terco! Ustedes son paganos de corazón y sordos a la verdad. ¿Se resistirán para siempre al Espíritu Santo? Eso es lo que hicieron sus antepasados, ¡y ustedes también!"
27164,Hechos,7,52,"52 ¡Mencionen a un profeta a quien sus antepasados no hayan perseguido! Hasta mataron a los que predijeron la venida del Justo, el Mesías a quien ustedes traicionaron y asesinaron."
27165,Hechos,7,53,"53 Deliberadamente desobedecieron la ley de Dios, a pesar de que la recibieron de manos de ángeles."
27166,Hechos,7,54,54 Los líderes judíos se enfurecieron por la acusación de Esteban y con rabia le mostraban los puños;
27167,Hechos,7,55,"55 pero Esteban, lleno del Espíritu Santo, fijó la mirada en el cielo, y vio la gloria de Dios y vio a Jesús de pie en el lugar de honor, a la derecha de Dios."
27168,Hechos,7,56,"56 Y les dijo: «¡Miren, veo los cielos abiertos y al Hijo del Hombre de pie en el lugar de honor, a la derecha de Dios!»."
27169,Hechos,7,57,"57 Entonces ellos se taparon los oídos con las manos y empezaron a gritar. Se lanzaron sobre él,"
27170,Hechos,7,58,58 lo arrastraron fuera de la ciudad y comenzaron a apedrearlo. Sus acusadores se quitaron las túnicas y las pusieron a los pies de un joven que se llamaba Saulo.
27171,Hechos,7,59,"59 Mientras lo apedreaban, Esteban oró: «Señor Jesús, recibe mi espíritu»."
27172,Hechos,7,60,"60 Cayó de rodillas gritando: «¡Señor, no los culpes por este pecado!». Dicho eso, murió."
27173,Hechos,8,1,1 Saulo fue uno de los testigos y estuvo totalmente de acuerdo con el asesinato de Esteban. La persecución dispersa a los creyentes Ese día comenzó una gran ola de persecución que se extendió por toda la iglesia de Jerusalén; y todos los creyentes excepto los apóstoles fueron dispersados por las regiones de Judea y Samaria.
27174,Hechos,8,2,"2 (Con profundo dolor, unos hombres consagrados enterraron a Esteban)."
27175,Hechos,8,3,3 Y Saulo iba por todas partes con la intención de acabar con la iglesia. Iba de casa en casa y sacaba a rastras tanto a hombres como a mujeres y los metía en la cárcel.
27176,Hechos,8,4,4 Felipe predica en Samaria Así que los creyentes que se esparcieron predicaban la Buena Noticia acerca de Jesús adondequiera que iban.
27177,Hechos,8,5,"5 Felipe, por ejemplo, se dirigió a la ciudad de Samaria y allí le contó a la gente acerca del Mesías."
27178,Hechos,8,6,"6 Las multitudes escuchaban atentamente a Felipe, porque estaban deseosas de oír el mensaje y ver las señales milagrosas que él hacía."
27179,Hechos,8,7,"7 Muchos espíritus malignos fueron expulsados, los cuales gritaban cuando salían de sus víctimas; y muchos que habían sido paralíticos o cojos fueron sanados."
27180,Hechos,8,8,8 Así que hubo mucha alegría en esa ciudad.
27181,Hechos,8,9,"9 Un hombre llamado Simón, quien por muchos años había sido hechicero allí, asombraba a la gente de Samaria y decía ser alguien importante."
27182,Hechos,8,10,"10 Todos, desde el más pequeño hasta el más grande, a menudo se referían a él como «el Grande, el Poder de Dios»."
27183,Hechos,8,11,"11 Lo escuchaban con atención porque, por mucho tiempo, él los había maravillado con su magia."
27184,Hechos,8,12,"12 Pero ahora la gente creyó el mensaje de Felipe sobre la Buena Noticia acerca del reino de Dios y del nombre de Jesucristo. Como resultado, se bautizaron muchos hombres y mujeres."
27185,Hechos,8,13,13 Luego el mismo Simón creyó y fue bautizado. Comenzó a seguir a Felipe a todos los lugares adonde él iba y estaba asombrado por las señales y los grandes milagros que Felipe hacía.
27186,Hechos,8,14,"14 Cuando los apóstoles de Jerusalén oyeron que la gente de Samaria había aceptado el mensaje de Dios, enviaron a Pedro y a Juan allá."
27187,Hechos,8,15,"15 En cuanto ellos llegaron, oraron por los nuevos creyentes para que recibieran el Espíritu Santo."
27188,Hechos,8,16,16 El Espíritu Santo todavía no había venido sobre ninguno de ellos porque solo habían sido bautizados en el nombre del Señor Jesús.
27189,Hechos,8,17,"17 Entonces Pedro y Juan impusieron sus manos sobre esos creyentes, y recibieron el Espíritu Santo."
27190,Hechos,8,18,"18 Cuando Simón vio que el Espíritu se recibía cuando los apóstoles imponían sus manos sobre la gente, les ofreció dinero para comprar ese poder."
27191,Hechos,8,19,"19 —Déjenme tener este poder también —exclamó—, para que, cuando yo imponga mis manos sobre las personas, ¡reciban el Espíritu Santo!"
27192,Hechos,8,20,20 Pedro le respondió: —¡Que tu dinero se destruya junto contigo por pensar que es posible comprar el don de Dios!
27193,Hechos,8,21,21 Tú no tienes parte ni derecho en esto porque tu corazón no es recto delante de Dios.
27194,Hechos,8,22,"22 Arrepiéntete de tu maldad y ora al Señor. Tal vez él perdone tus malos pensamientos,"
27195,Hechos,8,23,23 porque puedo ver que estás lleno de una profunda envidia y que el pecado te tiene cautivo.
27196,Hechos,8,24,24 —¡Oren al Señor por mí! —exclamó Simón—. ¡Que no me sucedan estas cosas terribles que has dicho!
27197,Hechos,8,25,"25 Después de dar testimonio y predicar la palabra del Señor en Samaria, Pedro y Juan regresaron a Jerusalén. Por el camino, se detuvieron en muchas aldeas samaritanas para predicar la Buena Noticia."
27198,Hechos,8,26,"26 Felipe y el eunuco etíope En cuanto a Felipe, un ángel del Señor le dijo: «Ve al sur por el camino del desierto que va de Jerusalén a Gaza»."
27199,Hechos,8,27,"27 Entonces él emprendió su viaje y se encontró con el tesorero de Etiopía, un eunuco de mucha autoridad bajo el mando de Candace, la reina de Etiopía. El eunuco había ido a Jerusalén a adorar"
27200,Hechos,8,28,"28 y ahora venía de regreso. Sentado en su carruaje, leía en voz alta el libro del profeta Isaías."
27201,Hechos,8,29,29 El Espíritu Santo le dijo a Felipe: «Acércate y camina junto al carruaje».
27202,Hechos,8,30,30 Felipe se acercó corriendo y oyó que el hombre leía al profeta Isaías. Felipe le preguntó: —¿Entiendes lo que estás leyendo?
27203,Hechos,8,31,"31 El hombre contestó: —¿Y cómo puedo entenderlo, a menos que alguien me explique? Y le rogó a Felipe que subiera al carruaje y se sentara junto a él."
27204,Hechos,8,32,"32 El pasaje de la Escritura que leía era el siguiente: «Como oveja fue llevado al matadero. Y, como cordero en silencio ante sus trasquiladores, no abrió su boca."
27205,Hechos,8,33,33 Fue humillado y no le hicieron justicia. ¿Quién puede hablar de sus descendientes? Pues su vida fue quitada de la tierra» .
27206,Hechos,8,34,"34 El eunuco le preguntó a Felipe: «Dime, ¿hablaba el profeta acerca de sí mismo o de alguien más?»."
27207,Hechos,8,35,"35 Entonces, comenzando con esa misma porción de la Escritura, Felipe le habló de la Buena Noticia acerca de Jesús."
27208,Hechos,8,36,"36 Mientras iban juntos, llegaron a un lugar donde había agua, y el eunuco dijo: «¡Mira, allí hay agua! ¿Qué impide que yo sea bautizado?» ."
27209,Hechos,8,37,37
27210,Hechos,8,38,"38 Ordenó que detuvieran el carruaje, descendieron al agua, y Felipe lo bautizó."
27211,Hechos,8,39,"39 Cuando salieron del agua, el Espíritu del Señor arrebató a Felipe. El eunuco nunca más volvió a verlo, pero siguió su camino con mucha alegría."
27212,Hechos,8,40,"40 Entre tanto, Felipe se encontró más al norte, en la ciudad de Azoto. Predicó la Buena Noticia allí y en cada pueblo a lo largo del camino, hasta que llegó a Cesarea."
27213,Hechos,9,1,"1 Conversión de Saulo Mientras tanto, Saulo pronunciaba amenazas en cada palabra y estaba ansioso por matar a los seguidores del Señor. Así que acudió al sumo sacerdote."
27214,Hechos,9,2,2 Le pidió cartas dirigidas a las sinagogas de Damasco para solicitarles su cooperación en el arresto de los seguidores del Camino que se encontraran ahí. Su intención era llevarlos —a hombres y mujeres por igual— de regreso a Jerusalén encadenados.
27215,Hechos,9,3,"3 Al acercarse a Damasco para cumplir esa misión, una luz del cielo de repente brilló alrededor de él."
27216,Hechos,9,4,4 Saulo cayó al suelo y oyó una voz que le decía:
27217,Hechos,9,5,"5 —¿Quién eres, señor? —preguntó Saulo. —contestó la voz—."
27218,Hechos,9,6,"6 Ahora levántate, entra en la ciudad y se te dirá lo que debes hacer."
27219,Hechos,9,7,"7 Los hombres que estaban con Saulo se quedaron mudos, porque oían el sonido de una voz, ¡pero no veían a nadie!"
27220,Hechos,9,8,"8 Saulo se levantó del suelo, pero cuando abrió los ojos, estaba ciego. Entonces sus acompañantes lo llevaron de la mano hasta Damasco."
27221,Hechos,9,9,"9 Permaneció allí, ciego, durante tres días sin comer ni beber."
27222,Hechos,9,10,"10 Ahora bien, había un creyente en Damasco llamado Ananías. El Señor le habló en una visión, lo llamó: —¡Sí, Señor! —respondió."
27223,Hechos,9,11,11 El Señor le dijo:
27224,Hechos,9,12,12 Le he mostrado en visión a un hombre llamado Ananías que entra y pone las manos sobre él para que recobre la vista.
27225,Hechos,9,13,"13 —¡Pero Señor! —exclamó Ananías—, ¡he oído a mucha gente hablar de las cosas terribles que ese hombre les ha hecho a los creyentes de Jerusalén!"
27226,Hechos,9,14,"14 Además, tiene la autorización de los sacerdotes principales para arrestar a todos los que invocan tu nombre."
27227,Hechos,9,15,15 El Señor le dijo:
27228,Hechos,9,16,16 y le voy a mostrar cuánto debe sufrir por mi nombre.
27229,Hechos,9,17,"17 Así que Ananías fue y encontró a Saulo, puso sus manos sobre él y dijo: «Hermano Saulo, el Señor Jesús, quien se te apareció en el camino, me ha enviado para que recobres la vista y seas lleno del Espíritu Santo»."
27230,Hechos,9,18,"18 Al instante, algo como escamas cayó de los ojos de Saulo y recobró la vista. Luego se levantó y fue bautizado."
27231,Hechos,9,19,19 Después comió algo y recuperó las fuerzas. Saulo en Damasco y Jerusalén Saulo se quedó unos días con los creyentes en Damasco.
27232,Hechos,9,20,"20 Y enseguida comenzó a predicar acerca de Jesús en las sinagogas, diciendo: «¡Él es verdaderamente el Hijo de Dios!»."
27233,Hechos,9,21,21 Todos los que lo oían quedaban asombrados. «¿No es este el mismo hombre que causó tantos estragos entre los seguidores de Jesús en Jerusalén? —se preguntaban—. ¿Y no llegó aquí para arrestarlos y llevarlos encadenados ante los sacerdotes principales?».
27234,Hechos,9,22,"22 La predicación de Saulo se hacía cada vez más poderosa, y los judíos de Damasco no podían refutar las pruebas de que Jesús de verdad era el Mesías."
27235,Hechos,9,23,"23 Poco tiempo después, unos judíos conspiraron para matarlo."
27236,Hechos,9,24,"24 Día y noche vigilaban la puerta de la ciudad para poder asesinarlo, pero a Saulo se le informó acerca del complot."
27237,Hechos,9,25,"25 De modo que, durante la noche, algunos de los creyentes lo bajaron en un canasto grande por una abertura que había en la muralla de la ciudad."
27238,Hechos,9,26,"26 Cuando Saulo llegó a Jerusalén, trató de reunirse con los creyentes, pero todos le tenían miedo. ¡No creían que de verdad se había convertido en un creyente!"
27239,Hechos,9,27,"27 Entonces Bernabé se lo llevó a los apóstoles y les contó cómo Saulo había visto al Señor en el camino a Damasco y cómo el Señor le había hablado a Saulo. También les dijo que, en Damasco, Saulo había predicado con valentía en el nombre de Jesús."
27240,Hechos,9,28,"28 Así que Saulo se quedó con los apóstoles y los acompañó por toda Jerusalén, predicando con valor en el nombre del Señor."
27241,Hechos,9,29,"29 Debatió con algunos judíos que hablaban griego, pero ellos trataron de matarlo."
27242,Hechos,9,30,"30 Cuando los creyentes se enteraron, lo llevaron a Cesarea y lo enviaron a Tarso, su ciudad natal."
27243,Hechos,9,31,"31 La iglesia, entonces, tuvo paz por toda Judea, Galilea y Samaria; se fortalecía y los creyentes vivían en el temor del Señor. Y, con la ayuda del Espíritu Santo, también creció en número."
27244,Hechos,9,32,"32 Pedro sana a Eneas y resucita a Dorcas Mientras tanto, Pedro viajaba de un lugar a otro, y descendió a visitar a los creyentes de la ciudad de Lida."
27245,Hechos,9,33,"33 Allí conoció a un hombre llamado Eneas, quien estaba paralizado y postrado en cama hacía ocho años."
27246,Hechos,9,34,"34 Pedro le dijo: «Eneas, ¡Jesucristo te sana! ¡Levántate y enrolla tu camilla!». Al instante, fue sanado."
27247,Hechos,9,35,"35 Entonces todos los habitantes de Lida y Sarón vieron a Eneas caminando, y se convirtieron al Señor."
27248,Hechos,9,36,36 Había una creyente en Jope que se llamaba Tabita (que en griego significa Dorcas ). Ella siempre hacía buenas acciones a los demás y ayudaba a los pobres.
27249,Hechos,9,37,"37 En esos días, se enfermó y murió. Lavaron el cuerpo para el entierro y lo pusieron en un cuarto de la planta alta;"
27250,Hechos,9,38,"38 pero los creyentes habían oído que Pedro estaba cerca, en Lida, entonces mandaron a dos hombres a suplicarle: «Por favor, ¡ven tan pronto como puedas!»."
27251,Hechos,9,39,"39 Así que Pedro regresó con ellos y, tan pronto como llegó, lo llevaron al cuarto de la planta alta. El cuarto estaba lleno de viudas que lloraban y le mostraban a Pedro las túnicas y demás ropa que Dorcas les había hecho."
27252,Hechos,9,40,"40 Pero Pedro les pidió a todos que salieran del cuarto; luego se arrodilló y oró. Volviéndose hacia el cuerpo, dijo: «¡Tabita, levántate!». ¡Y ella abrió los ojos! Cuando vio a Pedro, ¡se sentó!"
